ID,WORD,BASE_YEAR,OLD_CONTEXTS,NEW_CONTEXTS
1,ледяной_ADJ,2009,"[['пытаться', 'спасаться', 'кекин', 'прыгать', 'ледяной', 'вода', 'исчезать'], ['по', 'слово', 'медик', 'переохлаждение', 'ледяной', 'вода', 'счастье', 'не', 'приносить', 'серьезный', 'вред', 'здоровье'], ['спортсмен', 'распластываться', 'на', 'ледяной', 'вертикаль', 'напоминать', 'человек', 'паук'], ['ледяной', 'дуновение', 'прокатиться', 'по', 'рынок', 'по', 'мера', 'то', 'как', 'человек', 'быть', 'вспоминать', 'вирус', 'атипичный', 'пневмония', 'считать', 'инвестиционный', 'директор', 'seven::investment::management::юстин::уркухарт'], ['при', 'это', 'она', 'еще', 'загримировать', 'под', 'ледяной', 'человек']]","[['по', 'слово', 'ученый', 'дальнейший', 'рост', 'ледяной', 'масса', 'мочь', 'приводить', 'она', 'обрушение', 'как', 'следствие', 'повреждение', 'гидротехнический', 'объект', 'конструкция'], ['угоститься', 'ледяной', 'из', 'погреб', 'ряженка', 'мы', 'дважды', 'сыграть', 'подкидной'], ['по', 'информация', 'мэрия', '04.15', 'вторник', '23.15', 'мск', 'понедельник', 'при', 'заливкй', 'каток', 'на', 'главный', 'площадь', 'столица', 'бурятия', 'вода', 'прорвать', 'ледяной', 'стенка', 'ограждение', 'размыть', 'некоторый', 'ледяной', 'фигура', 'основание', 'ель', 'электрик', 'новогодний', 'городок', 'также', 'заливать', 'близлежащий', 'улица'], ['последний', 'финишный', 'вираж', 'доска', 'бросать', 'вниз', 'спортсмен', 'весь', 'сила', 'биться', 'плечо', 'ледяной', 'борт'], ['скомороха', 'ледяной', 'столб', 'конкурс', 'театрализовать', 'представление', 'сжигание', 'чучело', 'зима', 'ценный', 'подарок', 'победитель']]"
2,радиоактивный_ADJ,2010,"[['так', 'что', 'приходиться', 'вывозить', 'все', 'радиоактивный', 'взрывоопасный', 'вещество'], ['сам', 'процесс', 'не', 'быть', 'сопровождать', 'токсическо', 'выброс', 'или', 'оставлять', 'после', 'себя', 'радиоактивный', 'отходы', 'который', 'являться', 'главный', 'недостаток', 'при', 'расщепление', 'атом'], ['соответствие', 'рассматривать', 'законопроект', 'координация', 'практический', 'реализация', 'работа', 'по', 'обращение', 'радиоактивный', 'отходы', 'возлагаться', 'на', 'государственный', 'корпорация', 'росатом', 'национальный', 'оператор', 'по', 'обращение', 'радиоактивный', 'отходы'], ['далее', 'американский', 'дипломатический', 'отчет', 'говорить', 'что', 'господин', 'сафонов', 'признавать', 'что', 'российский', 'представитель', 'лондон', 'знать', 'следить', 'за', 'лицо', 'который', 'ввезти', 'город', 'радиоактивный', 'материал', 'но', 'накануне', 'отравление', 'получать', 'заверение', 'со', 'сторона', 'британский', 'спецслужба', 'то', 'что', 'все', 'находиться', 'под', 'контроль'], ['на', 'сегодняшний', 'день', 'ситуация', 'не', 'изменяться', 'заявлять', 'сегодня', 'наталья::миронова', 'на', 'пресс-конференция', 'посвящать', 'принятие', 'новый', 'закон', 'обращение', 'радиоактивный', 'отходы']]","[['такой', 'образ', 'ближайший', 'час', 'радиоактивный', 'фон', 'вокруг', 'аэс', 'вновь', 'возрастать'], ['последствие', 'авария', 'на', 'аэс::япония', 'рассчитать', 'по', 'направление', 'ветер', 'пока', 'ветер', 'уносить', 'радиоактивный', 'облако', 'тихий', 'океан', 'но', 'уже', 'ближайший', 'пятница', 'ситуация', 'мочь', 'изменяться'], ['ранее', 'японский', 'префектура', 'фукусим', 'где', 'находиться', 'аварийный', 'аэс', 'быть', 'обнаруживать', '11', 'вид', 'овощ', 'повышать', 'содержание', 'радиоактивный', 'вещество', 'среди', 'они', 'шпинат', 'брокколи', 'цветной', 'капуста'], ['сейчас', 'опасность', 'радиоактивный', 'выброс', 'пара', 'аэс', 'фукусим', 'нет', 'передавать', 'информационный', 'агентство', 'рбколо'], ['по', 'он', 'слово', 'весь', 'дальний', 'восток', 'питаться', 'китайский', 'овощ', 'фрукт', 'ведомство', 'намерен', 'усиливать', 'контроль', 'на', 'граница', 'из-за', 'угроза', 'поступление', 'рф', 'радиоактивный', 'продукция']]"
3,австралийский_ADJ,2007,"[['понятный', 'что', 'обширный', 'регион', 'центральный', 'азия', 'как', 'впрочем', 'еще', 'десяток', 'государственный', 'мир', 'гражданский', 'общество', 'никогда', 'не', 'быть', 'похожий', 'на', 'то', 'что', 'складываться', 'западный', 'европа', 'притом', 'что', 'европейский', 'общество', 'не', 'очень', 'похожий', 'на', 'американский', 'или', 'австралийский', 'хотеться', 'это', 'кто-то', 'признавать', 'или', 'не', 'очень'], ['профессор', 'австралийский', 'национальный', 'университет', 'дженни::грейвс', 'заявлять', 'что', 'через', '10', 'миллион', 'год', 'на', 'планета', 'не', 'оставаться', 'ни', 'один', 'мужчина'], ['австралийский', 'компания', 'emotiv', 'этот', 'весна', 'уже', 'представлять', 'ментальный', 'джойстик', 'который', 'представлять', 'себя', 'уменьшать', 'шлем', 'ээг', 'позволять', 'играть', 'на', 'компьютер', 'без', 'использование', 'рука'], ['настоящий', 'время', 'золоторазведкий', 'восточный', 'пустыня', 'заниматься', 'два', 'австралийский', 'компания'], ['напоминать', 'что', 'среди', 'претендент', 'на', 'rtb::bor', 'разный', 'время', 'называться', 'simon::metallurgical::consortium', 'amalco::group', 'польский', 'kghm::polska', 'mied&#378', 's.a', 'австралийский', 'view::resources::ltd', 'др']]","[['сейчас', 'акция', 'news', 'corp', 'продаваться', 'на', 'два', 'международный', 'фондовый', 'биржа', 'нью-йоркский', 'nyse', 'австралийский', 'asx'], ['аналитик', 'иг', 'капиталъ', 'павел::шелех', 'отмечать', 'что', 'поставка', 'австралийский', 'руда', 'на', 'delong::holdings', 'обеспечивать', 'должный', 'синергический', 'эффект'], ['не', 'считать', 'же', 'таковой', 'мировой', 'рекорд', 'плавание', 'американец', 'майкл', 'фелпс', 'австралийский', 'девушка', 'стефания::райс'], ['до', 'до', 'финиш', 'порт', 'австралийский', 'город', 'олбани::конюхов', 'оставаться', 'последний', 'миля'], ['для', 'тихий', 'криминальный', 'смысл', 'заокеанский', 'страна', 'случай', 'стать', 'вопиять', 'на', 'расследование', 'который', 'быть', 'бросать', 'лучший', 'австралийский', 'сыщик']]"
4,египетский_ADJ,2008,"[['каир', '18', '19', 'март', 'проходить', 'шестой', 'заседание', 'совместный', 'российский', 'египетский', 'комиссия', 'по', 'торговый', 'экономический', 'научно-технический', 'сотрудничество', 'на', 'который', 'углубленно', 'рассматривать', 'вопрос', 'разработка', 'новый', 'перспективный', 'направление', 'сотрудничество', 'включая', 'проект', 'долгосрочный', 'характер', 'энергетический', 'сфера', 'промышленный', 'сектор', 'другой', 'отрасль'], ['по', 'слово', 'кремлевский', 'представитель', 'важный', 'фактор', 'стимулировать', 'торговый', 'связь', 'признавать', 'перспектива', 'становиться', 'российский', 'египетский', 'зона', 'свободный', 'торговля', 'создание', 'который', 'можно', 'быть', 'бы', 'приступать', 'после', 'присоединение', 'наш', 'страна', 'всемирный', 'торговый', 'организация'], ['старик', 'чинно', 'летать', 'по', 'планета', 'умный', 'картер', 'читать', 'эд', 'лекция', 'тадж-махал', 'египетский', 'пирамида'], ['рост', 'мировой', 'цена', 'на', 'энергоноситель', 'становиться', 'дополнительный', 'нагрузка', 'на', 'египетский', 'экономика', 'поэтому', 'египет', 'стремиться', 'находить', 'альтернативный', 'источник', 'энергия', 'не', 'только', 'полагаться', 'на', 'добыча', 'нефть', 'газ', 'сказать', 'абдель::садек'], ['египетский', 'власть', 'настаивать', 'на', 'то', 'что', 'инцидент', 'иностранный', 'турист', 'причастный', 'преступник', 'не', 'террорист']]","[['совещание', 'принимать', 'участие', 'премьер-министр', 'египет::ахмед::назыф', 'также', 'министр', 'оборона', 'страна', 'глава', 'египетский', 'мид', 'мвд', 'министр', 'по', 'законодательный', 'парламентский', 'дело'], ['популярный', 'музыкант', 'из', 'алжир::шеб::халед', 'давать', 'специальный', 'концерт', 'накануне', 'матч', 'каир', 'свой', 'египетский', 'коллега', 'мухаммед::мунир'], ['один', 'из', 'террорист', 'на', 'допрос', 'показывать', 'что', 'мустафа', 'начинать', 'свой', 'деятельность', 'ряд', 'воинствующий', 'египетский', 'студенческий', 'группа'], ['власть::египет', 'через', 'неделя', 'вновь', 'официально', 'требовать', 'от', 'берлинский', 'музей', 'вернуть', 'бюст', 'царица', 'нефертити', 'так', 'как', 'каир', 'располагать', 'доказательство', 'то', 'что', 'этот', 'бюст', 'вывозить', 'незаконно', 'сообщать', 'понедельник', 'глава', 'египетский', 'высший', 'совет', 'по', 'дело', 'древность', 'доктор', 'захи::хавас'], ['тот', 'же', 'время', 'по', 'сообщение', 'египетский', 'сми', 'суббота', 'из-за', 'массированный', 'израильский', 'обстрел', 'палестинский', 'сторона', 'кпп', 'рафы', 'египет', 'принимать', 'решение', 'временный', 'закрытие', 'этот', 'единственный', 'пограничный', 'пункт', 'который', 'связывать', 'осажденный', 'палестинский', 'анклав', 'внешний', 'мир', 'через', 'который', 'на', 'палестинский', 'территория', 'поступать', 'гуманитарный', 'груз']]"
5,надежный_ADJ,2013,"[['yamaha', 'считать', 'более', 'надежный', 'при', 'это', 'ширина', 'гусеница', 'проходимость', 'такой', 'же', 'так', 'на', 'варяг'], ['это', 'означать', 'лишь', 'то', 'что', 'мы', 'пытаться', 'конкурировать', 'на', 'поле', 'дешевый', 'продукция', 'вместо', 'то', 'чтобы', 'использовать', 'свой', 'голова', 'создавать', 'продукция', 'который', 'рука', 'оторвать', 'при', 'любой', 'цена', 'создавать', 'техника', 'который', 'позволять', 'допускать', 'убирать', 'снег', 'лед', 'значительно', 'надежный', 'что', 'это', 'делать', 'любой', 'количество', 'привозный', 'дворник'], ['типа', 'взрыв', 'весна', '2010', 'год', 'мексиканский', 'залив', 'берег', 'сша', 'нефтяной', 'платформа', 'компания', 'бритиш::петролеум', 'считаться', 'надежный', 'актив', 'ротшильдов'], ['конечно', 'быть', 'человек', 'желать', 'приобретать', 'определенный', 'порода', 'для', 'какой-то', 'цель', 'но', 'если', 'нужный', 'просто', 'предать', 'друг', 'или', 'надежный', 'охранник', 'он', 'реально', 'находить', 'приют'], ['но', 'итог', 'все', 'же', 'признавать', 'что', 'нести', 'личный', 'ответственность', 'за', 'смерть', 'посол', 'за', 'недостаточно', 'надежный', 'охрана', 'консульство', 'бенгази']]","[['плюс', 'все', 'немец', 'один', 'из', 'самый', 'надежный'], ['наш', 'задача', 'побуждать', 'международный', 'сообщество', 'эффективный', 'содействие', 'выявление', 'наказание', 'виновный', 'грубейший', 'нарушение', 'право', 'человек', 'принцип', 'верховенство', 'закон', 'главное', 'создание', 'надежный', 'гарантия', 'что', 'майдановский', 'беспредел', 'больше', 'нигде', 'не', 'повторяться'], ['главный', 'преимущество', 'таксофон', 'перед', 'терминал', 'устанавливать', 'на', 'улица', 'заключаться', 'то', 'что', 'они', 'мочь', 'работать', 'при', 'рекордно', 'низкий', 'температура', 'без', 'дополнительный', 'технический', 'поддержка', 'также', 'случай', 'возникновение', 'стихийный', 'бедствие', 'проводной', 'таксофон', 'работать', 'на', 'несколько', 'порядок', 'надежный', 'мобильный', 'связь'], ['доходность', 'облигация', 'это', 'по', 'существо', 'то', 'же', 'самый', 'что', 'ставка', 'по', 'вклад', 'чем', 'высокий', 'ставка', 'по', 'вклад', 'тем', 'менее', 'надежный', 'банк', 'чем', 'высокий', 'доходность', 'облигация', 'тем', 'менее', 'надежный', 'эмитент'], ['среди', 'самый', 'надежный', 'компания', 'холдинг', 'судить', 'по', 'отчет', 'являться', 'оао', 'новосибирский', 'лотерея', 'чистый', 'прибыль', 'за', '2012', 'год', 'составлять', '15', 'тысяча', 'рубль']]"
6,нравственный_ADJ,2002,"[['забота', 'здоровье', 'не', 'оправдывать', 'насаждение', 'культ', 'сила', 'гордыня', 'унижение', 'убогий', 'немощный', 'попытка', 'сказать', 'ребенок', 'подросток', 'что', 'все', 'что', 'они', 'не', 'желать', 'хорошо', 'правильно', 'вековой', 'нравственный', 'норма', 'положенный', 'основа', 'общественный', 'порядок', 'якобы', 'являться', 'лишь', 'пережиток', 'прошлое', 'порождать', 'комплекс'], ['другой', 'сторона', 'этот', 'сложный', 'обстановка', 'он', 'поведение', 'находить', 'одобрение', 'рядовой', 'избиратель', 'поскольку', 'мочь', 'служить', 'нравственный', 'пример', 'политик', 'из', 'другой', 'страна', 'тот', 'число', 'то', 'российский', 'который', 'при', 'весь', 'трудность', 'спешить', 'первый', 'очередь', 'порадеть', 'родной', 'человечек', 'за', 'счет', 'неродной'], ['мы', 'просить', 'высказывать', 'свой', 'мнение', 'на', 'этот', 'счет', 'человек', 'для', 'который', 'физический', 'психический', 'нравственный', 'здоровье', 'ребенок', 'становиться', 'дело', 'весь', 'жизнь', 'вера::васильевна::абраменков', 'вести', 'научный', 'сотрудник', 'российский', 'академия', 'образование'], ['хорошо', 'купаться', 'мы', 'они', 'уже', 'увы', 'нельзя', 'быть', 'чисто', 'технический', 'сложность', 'они', 'очистка', 'при', 'химический', 'вмешательство', 'мочь', 'погибать', 'флора', 'фауна', 'пруд', 'но', 'еще', 'быть', 'чисто', 'нравственный', 'аспект', 'этот', 'ситуация'], ['так', 'не', 'хороший', 'ли', 'собирать', 'воля', 'кулак', 'настроиться', 'смело', 'шагнуть', 'навстречу', 'гроза', 'да', 'для', 'любой', 'принципиальный', 'поступок', 'нужный', 'мужество', 'сосредоточение', 'нравственный', 'сила']]","[['мы', 'труд', 'особенно', 'приятный', 'поздравлять', 'постоянный', 'автор', 'друг', 'наш', 'газета', 'юрий::михайлович::кублановский', 'самый', 'авторитетный', 'литературный', 'награда', 'россия', 'премия', 'александр::солженицын', 'который', 'он', 'удостаивать', 'как', 'сказать', 'решение', 'жюри', 'за', 'языковой', 'метафорический', 'богатство', 'стих', 'пронизать', 'боль', 'русский', 'судьба', 'за', 'нравственный', 'точность', 'публицистический', 'слово'], ['мы', 'что', 'строить', 'государство', 'морально', 'разложившиться', 'общество', 'который', 'не', 'быть', 'подчиняться', 'нравственный', 'устой', 'многотысячелетний', 'история', 'народ', 'тот', 'число', 'религия', 'или', 'быть', 'строить', 'государство', 'только', 'для', 'текущий', 'момент', 'думать', 'сегодняшний', 'обсуждение', 'вопрос', 'это', 'начало', 'большой', 'разговор', 'утверждение', 'принцип', 'государственный', 'политика', 'область', 'культура', 'на', 'длительный', 'перспектива'], ['нравственный', 'проблематика', 'лирика', 'а.::т', 'твардовскоготец'], ['он', 'как', 'записывать', 'деяние', 'собор', '2000', 'год', 'подражать', 'христос', 'терпение', 'кротость', 'переносить', 'физический', 'нравственный', 'страдание', 'от', 'рука', 'свой', 'политический', 'противник'], ['именно', 'семья', 'способный', 'заботиться', 'не', 'только', 'здоровье', 'но', 'первый', 'очередь', 'нравственный', 'воспитание']]"
7,патриотический,2013,"[['из', 'новопопулярный', 'патриотический', 'мы', 'казаться', 'только', 'мультипликационный', 'богатырь'], ['называть', 'один', 'из', 'улица', 'москва', 'честь', 'сталинградский', 'битва', 'просить', 'глава', 'думский', 'комитет', 'по', 'безопасность', 'координатор', 'патриотический', 'платформа', 'единый', 'россия', 'ирина::яровой'], ['после', 'вступление', 'ряд', 'пионер', 'ребята', 'ждать', 'небольшой', 'концерт', 'затем', 'посещение', 'мавзолей', 'обязательный', 'заезд', 'на', 'поклонный', 'гора', 'музей::николай::островский', 'музей', 'оборона', 'москва', 'далеко', 'каждый', 'делегация', 'свой', 'патриотический', 'программа'], ['обеспечивать', 'сохранение', 'память', 'сталинградский', 'битва', 'история', 'великий', 'отечественный', 'война', 'считать', 'принципиально', 'важный', 'решение', 'вопрос', 'присвоение', 'наименование', 'один', 'из', 'новый', 'улица', 'столица', 'честь', 'победа', 'сталинградский', 'битва', 'писать', 'письмо', 'от', 'имя', 'патриотический', 'платформа', 'партия', 'ирина::яровой'], ['парад', 'это', 'дань', 'память', 'победитель', 'мощный', 'военный', 'патриотический', 'университет', 'для', 'взрослый', 'пацан', 'восхищение', 'глядеть', 'на', 'армия', 'это', 'напоминание', 'весь', 'мы', 'недруг', 'что', 'россия', 'быть', 'что', 'защищаться']]","[['главный', 'цель', 'мероприятие', 'демонстрировать', 'патриотический', 'настрой', 'политик', 'офицер', 'запас', 'связь', 'начало', 'проведение', 'июнь', 'очередной', 'военный', 'подготовка', 'вооружать', 'сила', 'сказать', 'рбк', 'собеседник', 'аппарат', 'думский', 'комитет', 'по', 'оборона'], ['патриотический', 'консенсус'], ['комиссия', 'по', 'вопрос', 'патриотический', 'духовный', '-нравственный', 'воспитание', 'ребенок', 'молодежь', 'совет', 'по', 'межнациональный', 'отношение', 'при', 'президент', 'рф', 'который', 'возглавлять', 'депутат', 'госдума::виктор::водолацкий', 'подготавливать', 'обращение', 'первый', 'замглавы', 'администрация', 'президент', 'вячеслав::володин', 'министр', 'оборона', 'рф::сергей::шойгу', 'по', 'организация', 'система', 'шефство', 'за', 'средний', 'школа', 'со', 'сторона', 'корабль', 'вмф::россия', 'воинский', 'часть', 'российский', 'армия'], ['он', 'включать', 'целый', 'сотня', 'лента', 'по', 'военный', 'патриотический', 'тематика'], ['необходимый', 'устраивать', 'выступление', 'русский', 'деятель', 'культура', 'патриотический', 'толк']]"
8,уставной_ADJ,2003,"[['потому', 'один', 'из', 'главный', 'задача', 'церковь', 'сегодня', 'объединять', 'человек', 'рамка', 'приход', 'тот', 'число', 'помимо', 'участие', 'уставной', 'богослужение'], ['октябрь', '1998', 'год', 'вступать', 'сила', 'федеральный', 'закон', 'особенность', 'правовой', 'положение', 'акционерный', 'общество', 'работник', 'народный', 'предприятие', 'законодательно', 'решать', 'проблема', 'создание', 'функционирование', 'предприятие', 'который', 'больший', 'часть', 'уставной', 'капитал', 'принадлежать', 'работник'], ['именно', 'по', 'она', 'инициатива', 'быть', 'создавать', 'фирмочка', 'углеторг', 'уставной', 'капитал', 'размер', 'всего', '10', 'тысяча', 'рубль'], ['вначале', 'как', 'мы', 'уже', 'сообщать', 'быть', 'прошлогодний', 'решение', 'проведение', 'аукцион', 'по', 'продажа', 'государственный', 'пакет', 'акция', 'оао', 'тулауголь', 'размер', '41', 'процент', 'он', 'уставной', 'капитал'], ['нельзя', 'вносить', 'уставной', 'капитал', 'право', 'пользование', 'земельный', 'участок']]","[['течение', 'день', '11', 'октябрь', 'дэвид::аткинсон', 'рудольф::биндиг', 'проводить', 'встреча', 'председатель', 'палата', 'законодательный', 'собрание', 'свердловский', 'область', 'также', 'руководство', 'свердловский', 'областной', 'уставной', 'суд'], ['мы', 'председатель', 'правление', 'оао', 'газпром', 'алексей::миллер', 'подписывать', 'соглашение', 'создание', 'совместный', 'компания', 'уставной', 'капитал', 'который', 'быть', 'передавать', 'линия', 'незавершять', 'строительство', 'как', 'газпром', 'так', 'ржд', 'это', 'линия', 'от', 'уренгой', 'до', 'ямбург', 'от', 'уренгой', 'до', 'пангод', 'заявлять', 'геннадий::фадеев'], ['депутат', 'отмечать', 'что', 'это', 'противоречить', 'действовать', 'указ', 'президент', 'рф', 'от', '28', 'май', '1997', 'год', 'накладывать', 'запрет', 'на', 'приобретение', 'акция', 'газпром', 'нерезидент', 'также', 'российский', 'юридический', 'лицо', 'более', '50', 'уставной', 'капитал', 'который', 'принадлежать', 'нерезидент'], ['теперь', 'весь', 'неясность', 'снимать', 'учредитель', 'мнгк', 'мочь', 'без', 'помехи', 'вносить', 'актив', 'уставной', 'капитал', 'компания'], ['уставной', 'капитал', 'оао', 'богучанский', 'гэс', 'составлять', '6,1', 'миллиард', 'рубль', '66,12', 'акция', 'принадлежать', 'рао', 'еэс::россия', 'около', '25', 'структура', 'базовый', 'элемент']]"
9,бытовой_ADJ,2013,"[['юля', 'интересовать', 'все', 'автомобиль', 'диван', 'кресло', 'тумбочка', 'журнальный', 'столик', 'весь', 'бытовой', 'техника', 'даже', 'посуда', 'тюль'], ['сам', 'район', 'стихийный', 'бедствие', 'мвд', 'отмечать', 'снижение', 'уровень', 'тяжкий', 'преступление', 'часто', 'все', 'полицейский', 'приходиться', 'разбираться', 'бытовой', 'ссора', 'между', 'родственник', 'который', 'не', 'хотеть', 'покидать', 'свой', 'дом'], ['бастион', 'уголовный', 'ответственность', 'то', 'смертный', 'казнить', 'общественный', 'презрение', 'государственный', 'бытовой', 'дискриминация', 'рушиться', 'один', 'за', 'другой'], ['она', 'интересовать', 'все', 'диван', 'кресло', 'тумбочка', 'журнальный', 'столик', 'весь', 'бытовой', 'техника', 'даже', 'посуда', 'тюль'], ['начало', 'год', 'мы', 'проверять', 'полигон', 'бытовой', 'отходы', 'чеховский', 'район', 'говорить', 'пресс-секретарь', 'управление', 'экономический', 'безопасность', 'противодействие', 'коррупция', 'подмосковье::юлия::кондаков']]","[['для', 'что', 'нужный', 'охрана', 'весь', 'школа', 'что', 'она', 'мочь', 'это', 'самый', 'низший', 'ветвь', 'охрана', 'это', 'грубо', 'говорить', 'поддержание', 'пропускный', 'режим', 'система', 'реагирование', 'на', 'серьезный', 'возможный', 'чп', 'этот', 'механизм', 'решение', 'всяческий', 'бытовой', 'неурядица', 'чтобы', 'не', 'красть', 'раздевалка', 'чтобы', 'вытирать', 'нога', 'не', 'курить', 'коридор', 'что', 'старшеклассник', 'не', 'приставать', 'младший'], ['нужный', 'различать', 'бытовой', 'грязный', 'матерный', 'язык', 'который', 'общаться', 'порой', 'между', 'себя', 'дурно', 'воспитанный', 'человек', 'крепкий', 'слово', 'который', 'являться', 'выражение', 'квинтэссенция', 'состояние', 'человек'], ['минэнерго', 'начало', '2014', 'год', 'переставать', 'выдавать', 'производитель', 'балансовый', 'задание', 'на', 'поставка', 'сжиженный', 'углеводородный', 'газ', 'суг', 'для', 'бытовой', 'нужда'], ['также', 'новый', 'здание', 'открываться', 'ресторан', 'он', 'концепция', 'пока', 'не', 'определять', 'разместиться', 'предприятие', 'бытовой', 'услуга'], ['однако', 'уайлдер', 'переборщить', 'краска', 'для', 'живописания', 'агрессия', 'свой', 'героиня', 'настоящий', 'агрессия', 'такой', 'случай', 'связывать', 'не', 'бытовой', 'насилие', 'по', 'отношение', 'ближний', 'саморазрушениий']]"
10,латинский_ADJ,2010,"[['будущее', 'самый', 'динамично', 'развиваться', 'экономика', 'мир', 'интервью', 'труд', 'рассказывать', 'директор', 'институт', 'латинский', 'америка::ран', 'профессор', 'владимир::давыдов'], ['помощь', 'россия::венесуэла', 'постепенно', 'становиться', 'сам', 'технически', 'оснащать', 'армия', 'латинский', 'америка'], ['мексика', 'состояться', 'беспрецедентный', 'для', 'латинский', 'америка', 'продажа', 'облигация', 'срок', 'аж', '100', 'год'], ['прежде', 'все', 'это', 'многолетний', 'антинаркотический', 'операция', 'который', 'вооружать', 'сила', 'сша', 'проводить', 'латинский', 'америка', 'главный', 'образ', 'колумбия'], ['интервью', 'министр', 'иностранный', 'дело', 'мексика::патрисия::эспинос', 'руководитель', 'представительство', 'риа::новость', 'мексика::юрий::николаев', 'роль', 'россия', 'латинский', 'америка', 'российско-', 'мексиканский', 'отношение', 'надежда', 'который', 'возлагать', 'мексиканский', 'правительство', 'на', 'предстоять', 'визит', 'глава', 'мид::рф::сергей::лавров', 'этот', 'страна']]","[['по', 'слово', 'глава', 'совбез', 'последний', 'год', 'россия', 'уделять', 'много', 'внимание', 'развитие', 'отношение', 'латинский', 'америка'], ['можно', 'переключать', 'язык', 'писать', 'как', 'на', 'кириллица', 'так', 'латинский', 'буква'], ['ведущий', 'государство', 'латинский', 'америка', 'не', 'поддерживать', 'интервенция', 'ирак', 'недавно', 'бразилия', 'аргентина', 'признавать', 'палестина'], ['лигатура', 'от', 'латинский', 'слово', 'перевязка', 'перетяжка'], ['однако', 'устроитель', 'делать', 'акцент', 'не', 'на', 'фамилия', 'название', 'сформировывать', 'программа', 'из', 'картина', 'малоизвестный', 'за', 'предел', 'латинский', 'америка']]"
